company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
NAMECO (NO.951) LIMITED,06985392,Active,Private limited company,,,2009-08-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.948) LIMITED,06985452,Active,Private limited company,,,2009-08-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 952) LIMITED,06985396,Active,Private limited company,,,2009-08-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1267) LIMITED,09674411,Active,Private limited company,,,2015-07-07,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SALTUS FINANCIAL SERVICES LIMITED,03372263,Active,Private limited company,,,1997-05-16,,,65110 65120 65300,4500 Parkway Whiteley Fareham PO15 7AZ England
BURROWS FINANCIAL LIMITED,13394123,Active,Private limited company,,,2021-05-13,,,64922 65110 66220 70221,10 Sandringham Drive Preston Paignton TQ3 1HY England
LIFE PROTECT UK FINANCIAL SERVICES LTD,10226953,Active,Private limited company,,,2016-06-11,,,65110,104 Castlecroft Road Wolverhampton WV3 8LU England
RELIABLE FINANCE AND MORTGAGES LTD,15286964,Active,Private limited company,,,2023-11-15,,,64999 65110 65120,9 Lewis Avenue Bridgend CF31 4JJ Wales
HATHAWAY & COPE (LIFE & PENSIONS) LIMITED,02874319,Active,Private limited company,,,1993-11-23,,,64999 65110,"10 Roseberry Court Stokesley Business Park Ellerbeck Way Stokesley Middlesbrough TS9 5QT "
MSC LIFE LTD,12528885,Active,Private limited company,,,2020-03-20,,,65110,9 Goldington Road Bedford MK40 3JY England
JO’DELL LTD,16093519,Active,Private limited company,,,2024-11-21,,,65110,Flat 11 Old School Court School Lane Eaton Bray LU6 2HQ United Kingdom
CEDARWOOD WEALTH MANAGEMENT LTD,SC468508,Active,Private limited company,,,2014-01-28,,,65110 65120,147 C/O Gillespie & Anderson 147 Bath Street Glasgow G2 4SN Scotland
TM FINANCIAL PLANNING LTD,NI659843,Active,Private limited company,,,2019-03-15,,,65110 65300 66220,14 Netherlands Drive Dunmurry Belfast BT17 0EU Northern Ireland
RALPH A RIGBY INSURANCE SERVICES LIMITED,05038856,Active,Private limited company,,,2004-02-09,,,65110 65120 66220,"4b Millbrook Business Park Mill Lane Rainford St. Helens WA11 8LZ "
POLESTAR FINANCIAL PLANNING LTD,11882745,Active,Private limited company,,,2019-03-14,,,65110 65300,Hurdcott Barn Cricket Hill Lane Yateley GU46 6BB United Kingdom
COZY ENERGY LTD,11055020,Active,Private limited company,,,2017-11-08,,,25210 46740 46900 65110,Suite 11 Woodland Place Hurricane Way Wickford SS11 8YB England
MOUNTFIELD FINANCIAL SERVICES LIMITED,06540986,Active,Private limited company,,,2008-03-20,,,64922 65110,"20 Mountfield Way Boulton Moor  Elvaston Derby DE24 5AN "
A BLOOM FINANCIAL SERVICES LTD,13965260,Active,Private limited company,,,2022-03-09,,,65110,1st Floor Offices 105 Church Street Tewkesbury GL20 5AB England
MORE THAN CANCER LIMITED,14725203,Active,Private limited company,,,2023-03-13,,,65110 66220,Henwood House Henwood Ashford TN24 8DH United Kingdom
SJN FINANCIAL SERVICES LIMITED,11698116,Active,Private limited company,,,2018-11-27,,,64304 65110 65300 82110,19 Penney Lane Warwick CV34 6JG United Kingdom
RANDOM PRODUCTIONS LIMITED,06548733,Active,Private limited company,,,2008-03-29,,,65110,Walnut House 34 Rose Street Wokingham RG40 1XU England
DUKE GODLEY FINANCIAL PLANNING LIMITED,02268794,Active,Private limited company,,,1988-06-17,,,64999 65110 66220 66300,"Congress House 14 Lyon Road Harrow HA1 2EN "
AML FINANCIAL SERVICES LTD,11199481,Active,Private limited company,,,2018-02-12,,,64999 65110 65120 65300,30 Hamilton Road Ashton-In-Makerfield Wigan WN4 0SU United Kingdom
RIVER FINANCE LIMITED,04989176,Active,Private limited company,,,2003-12-09,,,65110,"2 Queen Edith Drive Steeple Bumpstead Nr Haverhill CB9 7ER "
FRISUK LIMITED,09969893,Active,Private limited company,,,2016-01-26,,,65110,The Hive Rear Of 75 Uplands Crescent Uplands SA2 0EX Wales
HEALTH & LIFE PROTECTION PARTNERSHIP LTD,12445574,Active,Private limited company,,,2020-02-06,,,65110,The Brick House The Brick House Intake Lane (Off Prospect Road) Ossett WF5 0RG England
BEPROTECTED LIMITED,12474653,Active,Private limited company,,,2020-02-20,,,65110,29 Beach Road Southsea PO5 2JH England
SANDHAM DAVIES & JONES LIMITED,04607199,Active,Private limited company,,,2002-12-03,,,65110 65120 66220,33 Bridge Street Newport NP20 4BH Wales
JOBAN FINANCIAL SERVICES LIMITED,13843187,Active,Private limited company,,,2022-01-12,,,64922 65110 65120 66220,"2nd Floor College House 17 King Edwards Road, Ruislip, HA4 7AE United Kingdom"
LYFGEN LTD.,11083869,Active,Private limited company,,,2017-11-27,,,65110 72110 86900,"Flat 97, Eagle Point 161 City Road London EC1V 1NR United Kingdom"
PREMIER PENSIONS AND TAX CONSULTANCY LIMITED,06548525,Active,Private limited company,,,2008-03-29,,,65110 65300,"Beech Court Business Centre Moss Brow Lymm WA13 9TL "
JACKSON (LIFE & PENSIONS) LIMITED,01175953,Active,Private limited company,,,1974-07-02,,,65110,Unit Three Mounts Bay Retail Centre Wharf Road Penzance TR18 4FG United Kingdom
TIME FINANCIAL MANAGEMENT LTD,07071162,Active,Private limited company,,,2009-11-10,,,65110 65120 65202 65300,"Moorgate Crofts Alma Road Rotherham S60 2EN "
HAROLD WILSON (INSURANCES) LIMITED,00380493,Active,Private limited company,,,1943-05-08,,,65110,"1/3 Waverley Street Nottingham NG7 4HG "
A SWANSTON FINANCIAL LIMITED,09450457,Active,Private limited company,,,2015-02-20,,,64922 65110 65120 66220,Headlands House 1 Kings Court Kettering Parkway Kettering NN15 6WJ England
MNM FINANCIAL LTD,11090605,Active,Private limited company,,,2017-11-30,,,65110 66290,165 Loughborough Road Leicester LE4 5LR United Kingdom
FRASER - HANN FINANCIAL SERVICES LIMITED,02183530,Active,Private limited company,,,1987-10-26,,,65110 82990,Gascoyne House Moseleys Farm Business Centre Fornham All Saints Bury St Edmunds IP28 6JY United Kingdom
WILLIAM LILEY FINANCIAL SERVICES LIMITED,06848416,Active,Private limited company,,,2009-03-16,,,65110,"Barford House Thakeham Road Storrington RH20 3NQ "
LARGE FINANCIAL LIMITED,06004771,Active,Private limited company,,,2006-11-21,,,65110,"5 Holme Avenue, Swinley Wigan Lancashire WN1 2EH "
PROVIDER PROTECT LTD,11795246,Active,Private limited company,,,2019-01-29,,,65110 65120 66220,"11795246 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
JCS MORTGAGE SERVICES LTD,13699298,Active,Private limited company,,,2021-10-22,,,65110 65120 66190,5 Little Barn Court Mansfield NG18 3JW England
LATCHGLEN LIMITED,01352071,Active,Private limited company,,,1978-02-08,,,64999 65110,"Stag House Old London Road Hertford SG13 7LA "
KINGSWOOD FINANCIAL MANAGEMENT LIMITED,04943670,Active,Private limited company,,,2003-10-24,,,65110,"138 Stag Hill Basingstoke Hampshire RG22 6JQ "
A.C.M. FINANCIAL SERVICES LTD.,03815056,Active,Private limited company,,,1999-07-28,,,64999 65110 65300 68209,"Alderdale 28 Park Road Disley Stockport SK12 2NA "
KERRY MOSS FINANCIAL SERVICES LTD,12502495,Active,Private limited company,,,2020-03-06,,,64922 65110,6 Pennyholme Close Kiveton Park Sheffield S26 6PT United Kingdom
M & N INSURANCE SERVICE LIMITED,00763677,Active,Private limited company,,,1963-06-10,,,65110 65120,"248 Hendon Way London NW4 3NL "
MONEYMATTERS 2 U UK LIMITED,05695862,Active,Private limited company,,,2006-02-02,,,64999 65110 65202 65300,"Broadlands, The Street Garboldisham Diss IP22 2QN "
ZEST MORTGAGES LTD,11867938,Active,Private limited company,,,2019-03-07,,,64922 65110 65201,Ludlow House 41 Ludlow Street Penarth CF64 1EX Wales
RJS MORTGAGES LTD,13835732,Active,Private limited company,,,2022-01-08,,,64922 65110 65120,20 Brownley Road Shirley Solihull B90 4QP England
NETWORTH MORTGAGES LTD,11886533,Active,Private limited company,,,2019-03-18,,,64922 64999 65110,34 Tewkesbury Close Poynton Stockport SK12 1QJ United Kingdom
LIFE NET SERVICES LIMITED,04641660,Active,Private limited company,,,2003-01-20,,,65110,County Gates House 300 Poole Road Branksome Poole BH12 1AZ England
VENOA FINANCIAL SERVICES LTD,11700326,Active,Private limited company,,,2018-11-28,,,65110 66190,34 St Johns Road Hedge End Southampton SO30 4AG United Kingdom
SAFFERY FINANCIAL SERVICES LIMITED,02114107,Active,Private limited company,,,1987-03-23,,,65110,71 Queen Victoria Street London EC4V 4BE United Kingdom
STRONACH & STRONACH LIMITED,04714248,Active,Private limited company,,,2003-03-27,,,65110 65300 66290,"Druslyn House De La Beche Street Swansea SA1 3HJ "
HARRIES FINANCIAL WEALTH MANAGEMENT LTD,11860186,Active,Private limited company,,,2019-03-05,,,65110,70 Eastgate Cowbridge CF71 7AB United Kingdom
"LEE, WARRINER & COMPANY LIMITED",03475690,Active,Private limited company,,,1997-12-03,,,64191 65110 65120 65300,"43 Orchard Place Sandbach CW11 1JW "
SPENCER GARDNER DICKINS FINANCIAL SERVICES LIMITED,06035086,Active,Private limited company,,,2006-12-21,,,65110 65300,"3 Coventry Innovation Village Cheetah Road Coventry CV1 2TL "
PETER HARDING PRACTICE LIMITED,04737387,Active,Private limited company,,,2003-04-16,,,65110,"Tucks House Foyle Hill Shaftesbury SP7 0AG "
KTB MORTGAGE SERVICES LIMITED,10677777,Active,Private limited company,,,2017-03-17,,,64922 65110 65120 66220,2 Roman Way Coventry CV3 6RD England
MPI INVESTMENTS LTD,04763595,Active,Private limited company,,,2003-05-14,,,64999 65110 65120,"71 Liverpool Road Penwortham Preston PR1 9XD "
BDASS GROUP LTD,11908581,Active,Private limited company,,,2019-03-27,,,65110,11 Castle Acre Monkston Milton Keynes MK10 9HS England
PKP FINANCIAL SOLUTIONS LTD,08008865,Active,Private limited company,,,2012-03-28,,,65110 65300,10 Willow Drive Handforth Wilmslow SK9 3DR England
PULSAR FINANCIAL SERVICES LTD,16150763,Active,Private limited company,,,2024-12-24,,,64922 65110 66220,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FAMILY FINANCE CENTRE GROUP LTD,09563752,Active,Private limited company,,,2015-04-27,,,65110 65300,Moat Farm London Road Willingham St. Mary Beccles NR34 8DD United Kingdom
MEDIC HEALTHCARE LTD,09479150,Active,Private limited company,,,2015-03-09,,,65110 65120,Bethuel Faversham Road Charing Ashford TN27 0NS United Kingdom
JMS FINANCIAL SERVICES GROUP LTD,13237816,Active,Private limited company,,,2021-03-02,,,64922 65110 66190,Mainard Alexander Lane Shenfield CM15 8QE United Kingdom
CASS-STEPHENS INSURANCES LIMITED,00901325,Active,Private limited company,,,1967-03-20,,,65110,"Windsor House 200 Barnwood Fields, Barnett Way Gloucester GL4 3RT United Kingdom"
MIKE PEARCE INDEPENDENT FINANCIAL ADVISER LTD,11736331,Active,Private limited company,,,2018-12-20,,,64304 64922 65110 65300,Ty Alarch Berriew Welshpool SY21 8QB Wales
GIRAFFE FINANCE LIMITED,10658091,Active,Private limited company,,,2017-03-08,,,64922 65110 66220,799 Harrow Road Wembley HA0 2LR England
ANDREW CAIRNS LIMITED,06139060,Active,Private limited company,,,2007-03-05,,,65110,"Arrowsmith Court Station Approach Broadstone BH18 8AT "
TRAFFORD INVESTMENTS LIMITED,02107943,Active,Private limited company,,,1987-03-09,,,65110,33 Reighton Avenue York YO30 5QS England
ALBASURE LTD.,SC277428,Active,Private limited company,,,2004-12-15,,,65110,"4 King Edward Street Perth PH1 5UT "
NICOMORI ASSOCIATES LTD,13963348,Active,Private limited company,,,2022-03-08,,,65110,"C/O O'Meara Fitzmaurice & Co Brimstage Hall Brimstage Road Wirral CH63 6JA "
RIGHT PLAN FINANCIAL SERVICES LIMITED,08811210,Active,Private limited company,,,2013-12-11,,,65110,"Botley Mills Mill Hill Botley Southampton SO30 2GB "
AMSM SOLUTIONS LTD,13832864,Active,Private limited company,,,2022-01-06,,,65110 65120 65201 65202,69 Cranmere Avenue Wolverhampton WV6 8TR United Kingdom
PLANET 3 WEALTH LIMITED,09907087,Active,Private limited company,,,2015-12-08,,,65110 65300 66290,112a St. Teilo Street Pontarddulais Swansea SA4 8SR Wales
PINNER FINANCIAL SERVICES LTD,10700907,Active,Private limited company,,,2017-03-31,,,64922 65110,71 Ribbon Avenue Ansley Nuneaton CV10 9TJ England
WHA MORTGAGE SERVICES LTD,SC725550,Active,Private limited company,,,2022-03-08,,,64922 65110 66220,Suite 3/1 Turnberry House 175 West George Street Glasgow G2 2LB Scotland
SAVE AND PROTECT (WEST MIDLANDS ) LIMITED,08991316,Active,Private limited company,,,2014-04-10,,,65110,"95 Church Road Erdington Birmingham B24 9BE "
GOLD COVER INSURANCE SERVICES LIMITED,04179832,Active,Private limited company,,,2001-03-15,,,65110,1 Copperfields Tunbridge Wells TN2 5HZ England
POLICIES FOR LIFE LIMITED,11798320,Active,Private limited company,,,2019-01-30,,,65110,12 Hares Terrace Leeds LS8 4LN United Kingdom
SUSSEX CONSULTING LIMITED,11221702,Active,Private limited company,,,2018-02-23,,,65110,Glebe Cottage London Lane Cuckfield RH17 5BL England
FINESSE PROTECTION LTD,11774683,Active,Private limited company,,,2019-01-18,,,65110,31 Hunter Street Northampton NN1 3QD England
LEGAL LIFE COVER LTD,11960156,Active,Private limited company,,,2019-04-24,,,65110,"63 Charles Street Milford Haven SA73 2HA "
YOUR MORTGAGE SERVICES LTD,10484695,Active,Private limited company,,,2016-11-17,,,64922 65110 65120,32 Grange Road Tuffley Gloucester GL4 0PG England
LEXION FINANCIAL SERVICES LIMITED,04575252,Active,Private limited company,,,2002-10-28,,,65110,"6 Penybont Road Pencoed Bridgend Mid Glamorgan CF35 5RA "
GOLDBACH CAPITAL LIMITED,16072781,Active,Private limited company,,,2024-11-11,,,65110,C/O Dwf Company Secretarial Services Limited 1 Scott Place 2 Hardman Street Manchester M3 3AA United Kingdom
BLUE FOX WEALTH MANAGEMENT LIMITED,09194972,Active,Private limited company,,,2014-08-29,,,65110 66190 66290,"Suite 5, Yeovil Innovation Centre Copse Road Barracks Close Yeovil BA22 8RN England"
A ROGERS PROTECTION LTD,14671157,Active,Private limited company,,,2023-02-17,,,65110,2 Tower House 2 Tower House Hoddesdon EN11 8UR United Kingdom
POLISH BROKERS LTD,08674096,Active,Private limited company,,,2013-09-03,,,65110 66190 66220,"Unit 1, The Courtyard Woodlands Bradley Stoke Bristol BS32 4NQ England"
INSURE LIFE LIMITED,12014990,Active,Private limited company,,,2019-05-23,,,65110,4 Alvaston Business Park Middlewich Road Nantwich CW5 6PF United Kingdom
PREMIER PROTECTION SOLUTIONS LTD,11314834,Active,Private limited company,,,2018-04-17,,,65110,99 Parkway Avenue Sheffield S9 4WG United Kingdom
HEALIX INTERNATIONAL RISK MANAGEMENT SERVICES LIMITED,09554485,Active,Private limited company,,,2015-04-22,,,65110 65120,Healix House Esher Green Esher KT10 8AB United Kingdom
G & H BELL (LIFE & PENSIONS) LIMITED,NI050104,Active,Private limited company,,,2004-03-30,,,65110,"2nd Floor 6d Lisburn Street Hillsborough BT26 6AB "
JA PROTECTION LTD,16331160,Active,Private limited company,,,2025-03-20,,,65110,105 Greenbarn Way Blackrod Bolton BL6 5TF United Kingdom
MARCO CORPORATE CAPITAL LIMITED,13492720,Active,Private limited company,,,2021-07-05,,,65110 65120 65201 65202,24 Monument Street 4th Floor London EC3R 8AJ United Kingdom
HOPEWELLS SIMPLY FINANCE LTD,06181826,Active,Private limited company,,,2007-03-23,,,65110 65120 65300 66190,"325 Chapel Lane New Longton Preston PR4 4AA "
PLF HOLDINGS LIMITED,11251907,Active,Private limited company,,,2018-03-13,,,65110 65120 65300,15 Drake Walk Atlantic Wharf Cardiff CF10 4AN United Kingdom
FORCES LIFE COVER LTD,13163982,Active,Private limited company,,,2021-01-28,,,65110,1 Winston Parade 55 Lymington Road New Milton BH25 6PT United Kingdom
DAVID CLARK FINANCIAL SOLUTIONS LIMITED,10279504,Active,Private limited company,,,2016-07-14,,,65110 66190,"9 Stirling Grove Darlington DL1 3TZ "
MONEY ADVICE & PLANNING LTD,SC321257,Active,Private limited company,,,2007-04-17,,,65110 66220,"St. Andrews House 385 Hillington Road, Hillington Park, Glasgow G52 4BL "
GREEN HANDS OVERSEAS UK LIMITED,16395982,Active,Private limited company,,,2025-04-18,,,46110 65110 65120 85590,Flat 2 Whitehouse 5 Portarlington Road Bournemouth BH4 8BT England
S M FINANCIAL SOLUTIONS LIMITED,13202158,Active,Private limited company,,,2021-02-15,,,65110,Unit 2ca Deer Park Farm Industrial Estate Knowle Lane Horton Heath Eastleigh SO50 7DZ England
CYGNET WEALTH MANAGEMENT LIMITED,08476615,Active,Private limited company,,,2013-04-08,,,65110 65300 66290,23 Westwinds Ackworth Pontefract WF7 7RP England
MJA ADVISORY LTD,16387039,Active,Private limited company,,,2025-04-14,,,65110,5 Flowers Mews Oakgrove Milton Keynes MK10 9UP England
SECURE  CONSULTANTS (CAMBRIDGE) LTD,07904224,Active,Private limited company,,,2012-01-10,,,64922 65110 65120,1a Silver Street Wellingborough NN8 1BQ England
THE LIFE GROUP LIMITED,16379668,Active,Private limited company,,,2025-04-10,,,65110,Unit 2 Mitton Road Business Park Mitton Road Whalley Clitheroe BB7 9YE England
FUTURES ASSURED LIMITED,04534970,Active,Private limited company,,,2002-09-13,,,65110,Units 8 And 9 The John Banner Centre 620 Attercliffe Road Sheffield S9 3QS England
MITCHELL PROCKTER (FINANCIAL SERVICES) LIMITED,01630597,Active,Private limited company,,,1982-04-22,,,65110 65201,"15 Grove Place Bedford MK40 3JJ "
ATLAS LIFE LIMITED,16425832,Active,Private limited company,,,2025-05-02,,,65110,195 Acre Lane Northampton NN2 8DX United Kingdom
MIDLANDSMP LIMITED,14022915,Active,Private limited company,,,2022-04-04,,,64922 65110,5b Highgate Avenue Walsall WS1 3BH England
HOWARD COX (LEICESTER) LIMITED,04604937,Active,Private limited company,,,2002-11-29,,,65110,1 Latimer Road Cropston Leicester LE7 7GP England
SEQUOIA MORTGAGE AND PROTECTION LIMITED,16183660,Active,Private limited company,,,2025-01-14,,,64191 64192 65110 66220,27 Old Gloucester Street London WC1N 3AX United Kingdom
GRACECHURCH UTG NO. 462 LIMITED,08940283,Active,Private limited company,,,2014-03-14,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
KENT SOPER LIFE AND PENSIONS LIMITED,01675667,Active,Private limited company,,,1982-11-04,,,65110,14 Greenbank Road Brixham TQ5 9ND England
BENCHMARK MORTGAGE & FINANCE LTD.,11607745,Active,Private limited company,,,2018-10-05,,,64205 64922 65110 65120,33-36 Seymour Road Seymour Road Nuneaton CV11 4JD England
HORSHAM FINANCIAL SERVICES LIMITED,02403288,Active,Private limited company,,,1989-07-12,,,65110,"Littlehaven House 24/26 Littlehaven Lane Horsham RH12 4HT "
